direction	opcode	value	owner_doc	cpp_ref	parser_serializer	handler	status	processing	test_gate	notes
SMSG	SMSG_MOVE_SPLINE_UNSET_FLYING	0x2E2A	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1774	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_SPLINE_UNSET_HOVER	0x2E22	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1775	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_TELEPORT	0x2E04	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1776	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UNROOT	0x2DFA	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1777	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UNSET_CAN_ADV_FLY	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1778	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_MOVE_UNSET_CAN_FLY	0x2E06	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1779	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UNSET_CAN_TURN_WHILE_FALLING	0x2E08	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1780	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UNSET_HOVERING	0x2E02	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1781	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UNSET_IGNORE_MOVEMENT_FORCES	0x2E0A	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1782	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE	0x2DE0	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1783	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_ADD_IMPULSE	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1784	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_MOVE_UPDATE_APPLY_INERTIA	0x2E30	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1785	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_APPLY_MOVEMENT_FORCE	0x2DE4	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1786	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_COLLISION_HEIGHT	0x2DDF	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1787	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_FLIGHT_BACK_SPEED	0x2DDC	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1788	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_FLIGHT_SPEED	0x2DDB	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1789	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_KNOCK_BACK	0x2DE2	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1790	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_MOD_MOVEMENT_FORCE_MAGNITUDE	0x2DE3	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1791	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_PITCH_RATE	0x2DDE	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1792	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_REMOVE_INERTIA	0x2E31	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1793	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_REMOVE_MOVEMENT_FORCE	0x2DE5	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1794	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_RUN_BACK_SPEED	0x2DD7	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1795	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_RUN_SPEED	0x2DD6	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1796	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_SWIM_BACK_SPEED	0x2DDA	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1797	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_SWIM_SPEED	0x2DD9	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1798	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_TELEPORT	0x2DE1	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1799	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_TURN_RATE	0x2DDD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1800	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MOVE_UPDATE_WALK_SPEED	0x2DD8	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1801	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_MULTI_FLOOR_LEAVE_FLOOR	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1802	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_MULTI_FLOOR_NEW_FLOOR	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1803	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_MYTHIC_PLUS_ALL_MAP_STATS	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1804	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_MYTHIC_PLUS_CURRENT_AFFIXES	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1805	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_MYTHIC_PLUS_NEW_WEEK_RECORD	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1806	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_MYTHIC_PLUS_SEASON_DATA	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1807	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_NEUTRAL_PLAYER_FACTION_SELECT_RESULT	0x25DC	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1808	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_NEW_DATA_BUILD	0x28AB	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1809	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_NEW_TAXI_PATH	0x267E	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1810	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_NEW_WORLD	0x2594	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1811	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_NOTIFY_DEST_LOC_SPELL_CAST	0x2C40	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1812	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_NOTIFY_MISSILE_TRAJECTORY_COLLISION	0x26AA	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1813	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_NOTIFY_MONEY	0x2599	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1814	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_NOTIFY_RECEIVED_MAIL	0x263C	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1815	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_NPC_INTERACTION_OPEN_RESULT	0x288A	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1816	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_OFFER_PETITION_ERROR	0x26B6	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1817	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ON_CANCEL_EXPECTED_RIDE_VEHICLE_AURA	0x26E6	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1818	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_ON_MONSTER_MOVE	0x2DD4	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1819	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_INSTANCE	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_OPEN_ARTIFACT_FORGE	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1820	missing opcode constant/serializer	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_OPEN_CONTAINER	0x2DA6	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1821	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_OPEN_LFG_DUNGEON_FINDER	0x2A31	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1822	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_OPEN_SHIPMENT_NPC_RESULT	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1823	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_OVERRIDE_LIGHT	0x26BB	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1824	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PAGE_TEXT	0x2719	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1825	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PARTY_COMMAND_RESULT	0x2796	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1826	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PARTY_INVITE	0x25BD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1827	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PARTY_KILL_LOG	0x275A	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1828	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PARTY_MEMBER_FULL_STATE	0x2759	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1829	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PARTY_MEMBER_PARTIAL_STATE	0x2758	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1830	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PARTY_NOTIFY_LFG_LEADER_CHANGE	0x2877	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1831	serializer required in wow-packet	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PARTY_UPDATE	0x25F4	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1832	represented serializer/callsite present; LootSettings.LootMaster now mirrors C++ MASTER_LOOT-only emission via #NEXT.R8.ENTITIES.230	full party/raid/LFG fields and complete group lifecycle parity still pending	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	party_update_sends_master_looter_only_for_master_loot_like_cpp
SMSG	SMSG_PAST_TIME_EVENTS	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1833	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PAUSE_MIRROR_TIMER	0x2710	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1834	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PENDING_RAID_LOCK	0x26F8	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1835	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PERKS_PROGRAM_ACTIVITY_COMPLETE	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1836	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PERKS_PROGRAM_ACTIVITY_UPDATE	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1837	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PERKS_PROGRAM_DISABLED	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1838	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PERKS_PROGRAM_RESULT	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1839	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PERKS_PROGRAM_VENDOR_UPDATE	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1840	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PETITION_ALREADY_SIGNED	0x259F	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1841	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PETITION_RENAME_GUILD_RESPONSE	0x29FA	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1842	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PETITION_SHOW_LIST	0x26BF	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1843	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PETITION_SHOW_SIGNATURES	0x26C0	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1844	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PETITION_SIGN_RESULTS	0x274C	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1845	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PET_ACTION_FEEDBACK	0x2749	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1846	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PET_ACTION_SOUND	0x26A0	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1847	serializer required in wow-packet	server packet builder callsite required	STATUS_NEVER	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	-
SMSG	SMSG_PET_BATTLE_CHAT_RESTRICTED	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1848	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PET_BATTLE_DEBUG_QUEUE_DUMP_RESPONSE	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1849	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PET_BATTLE_FINALIZE_LOCATION	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1850	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PET_BATTLE_FINAL_ROUND	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1851	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PET_BATTLE_FINISHED	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1852	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PET_BATTLE_FIRST_ROUND	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1853	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PET_BATTLE_INITIAL_UPDATE	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1854	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PET_BATTLE_MAX_GAME_LENGTH_WARNING	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1855	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PET_BATTLE_PVP_CHALLENGE	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1856	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PET_BATTLE_QUEUE_PROPOSE_MATCH	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1857	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
SMSG	SMSG_PET_BATTLE_QUEUE_STATUS	0xBADD	shared-packets.md	/home/server/woltk-trinity-legacy/src/server/game/Server/Protocol/Opcodes.cpp:1858	missing opcode constant/serializer	server packet builder callsite required	STATUS_UNHANDLED	CONNECTION_TYPE_REALM	#SHARED_PACKETS.TEST.002	missing_rust_opcode_constant
